,nome,ratio,genero_real,genero_predito_SVM,genero_predito_CNN,genero_predito_BiLSTM
45736,josenilma,1.0,F,F,1,1
52486,levir,0.9858525688756516,M,M,0,1
46453,jozadaque,1.0,M,M,1,1
1960,ady,0.6138933764135702,F,M,1,1
54512,lucienne,1.0,F,F,1,1
43419,jhennife,1.0,F,F,0,1
39528,itaiana,1.0,F,F,1,1
1629,adnaildo,1.0,M,M,1,1
54811,ludian,1.0,M,F,1,1
60933,naedia,1.0,F,F,1,1
97976,nalsa,1.0,F,F,1,1
29335,frailan,1.0,M,M,1,1
39981,iveline,1.0,F,F,0,1
60593,munick,1.0,F,M,1,1
31570,germiniano,1.0,M,M,1,1
42398,jeciene,1.0,F,F,0,1
70115,roberito,1.0,M,M,0,1
99037,esaias,1.0,M,M,1,1
42941,jerimias,1.0,M,M,0,1
89608,chizuko,1.0,F,F,1,1
16226,dawidson,1.0,M,M,1,1
87874,quelaine,1.0,F,F,0,1
22841,elandra,1.0,F,F,1,1
14994,daeane,1.0,F,F,1,1
96038,wualan,1.0,M,M,1,1
96386,aula,1.0,F,F,1,1
54045,loroama,1.0,F,F,1,1
70621,romerica,1.0,F,F,0,1
2721,alaires,0.6989247311827957,F,F,0,1
10666,carlomam,1.0,M,M,0,1
51315,leandro,0.9945704254115872,M,M,1,1
79238,ursino,1.0,M,M,1,1
22160,ednaide,1.0,F,F,1,1
39182,isbela,1.0,F,F,1,1
55620,maciel,0.9929877087929404,M,M,0,1
49287,kerli,0.9029374201787996,F,F,1,1
52427,leunilda,1.0,F,F,1,1
13618,cleonara,1.0,F,F,1,1
53791,lohrany,1.0,F,F,1,1
55255,lutiane,0.8391167192429022,F,F,1,1
81365,ventura,0.7977707006369427,M,F,1,1
31981,geverson,1.0,M,M,1,1
5003,alzimara,1.0,F,F,1,1
6286,angelice,1.0,F,F,1,1
21438,edile,0.8745098039215686,F,F,1,1
529,adalrir,1.0,M,M,1,1
91591,misal,1.0,M,M,1,1
36847,iamara,1.0,F,F,0,1
36116,hiany,1.0,F,F,1,1
70394,rodrigos,1.0,M,M,1,1
93004,molena,1.0,F,F,1,1
76944,tapir,1.0,M,M,0,1
94714,jeiselane,1.0,F,F,1,1
34303,greisse,1.0,F,F,1,1
6202,anelo,1.0,M,M,1,1
69472,ricardinho,1.0,M,M,1,1
9293,beatriz,0.9961526696992572,F,F,1,1
29360,francelane,1.0,F,F,1,1
89802,dozilia,1.0,F,F,0,1
47800,juvinete,1.0,F,F,1,1
59111,melquisedeck,1.0,M,M,1,1
69983,rivelto,1.0,M,M,1,1
15945,darilio,1.0,M,M,0,1
7828,aronilda,1.0,F,F,1,1
40427,jabes,0.9780564263322884,M,M,0,1
64831,odoniel,1.0,M,M,1,1
50774,larysa,1.0,F,F,1,1
43701,jim,1.0,M,M,1,1
54783,lucycleide,1.0,F,F,0,1
54955,luidia,1.0,F,F,1,1
78359,tiellen,1.0,F,F,1,1
47864,kaelle,1.0,F,F,0,1
56814,mardilson,1.0,M,M,1,1
51768,lely,1.0,F,F,1,1
70810,ronelso,1.0,M,M,1,1
48582,katriana,1.0,F,F,0,1
40258,izanilde,1.0,F,F,1,1
73359,savia,1.0,F,F,1,1
42035,jarisvaldo,1.0,M,M,1,1
33836,gleucia,1.0,F,F,0,1
68292,rassan,1.0,M,M,1,1
26424,ermantino,1.0,M,M,1,1
20306,dovanil,1.0,M,M,1,1
38125,inayara,1.0,F,F,1,1
64371,obedio,1.0,M,M,1,1
82632,walmyr,1.0,M,M,0,1
85737,zolmar,1.0,M,M,1,1
98958,delsuito,1.0,M,M,1,1
36987,ibirajara,1.0,M,M,0,1
7509,aristocleia,1.0,F,F,1,1
28239,evilis,1.0,F,F,1,1
15725,danivea,1.0,F,F,1,1
64602,odelon,1.0,M,M,1,1
82887,wanilse,1.0,F,F,1,1
79546,valdeene,1.0,F,F,1,1
54315,lubiane,1.0,F,F,1,1
7814,arnulfo,1.0,M,M,1,1
75871,suemis,1.0,F,M,1,1
28387,ezaque,1.0,M,M,1,1
42980,jermilson,1.0,M,M,1,1
85040,yusef,1.0,M,M,1,1
65501,oresio,1.0,M,M,1,1
64469,ocleide,1.0,F,F,1,1
18445,diamile,1.0,F,F,0,1
100345,calo,1.0,M,M,1,1
69774,risa,1.0,F,F,1,1
64899,oiris,1.0,M,M,1,1
56679,marcinelio,1.0,M,M,1,1
75698,stifani,1.0,F,F,1,1
96322,dafinny,1.0,F,F,0,1
40027,ivili,1.0,F,F,1,1
22279,ednizio,1.0,M,M,1,1
73433,schinaider,1.0,M,M,1,1
1107,aderalda,1.0,F,F,1,1
42690,jenauro,1.0,M,M,1,1
97156,jamissom,1.0,M,M,0,1
23590,elidamar,1.0,F,F,1,1
63364,niete,1.0,F,F,1,1
39615,itaniel,1.0,M,M,1,1
25220,emiron,1.0,M,M,1,1
2868,albelio,1.0,M,M,0,1
60898,nadjamara,1.0,F,F,1,1
22395,eduar,1.0,M,M,1,1
94452,emli,1.0,F,F,1,1
37463,iellen,1.0,F,F,1,1
81802,vilmara,1.0,F,F,1,1
57523,mariseli,1.0,F,F,1,1
68781,reilde,1.0,F,F,1,1
96905,clevesom,1.0,M,M,1,1
83190,welem,0.7797356828193832,F,M,0,1
24678,elomar,0.8548387096774194,M,M,1,1
8825,autair,0.8412017167381974,M,M,1,1
29558,francilena,1.0,F,F,1,1
14631,crislane,0.994125159642401,F,F,1,1
86474,aucilio,1.0,M,M,1,1
86100,francidalia,1.0,F,F,1,1
45785,joserlene,1.0,F,F,0,1
29825,francivana,1.0,F,F,1,1
6414,anielli,1.0,F,F,1,1
81582,veronilse,1.0,F,F,1,1
32837,ginei,1.0,M,M,1,1
82408,waldez,1.0,M,M,1,1
43014,jersia,1.0,F,F,1,1
98090,vincenso,1.0,M,M,1,1
34723,halice,1.0,F,F,0,1
22965,elciney,1.0,M,M,0,1
15160,daio,1.0,M,M,1,1
95616,ildalia,1.0,F,F,1,1
11784,chrispim,1.0,M,M,0,1
62213,neidival,1.0,M,M,1,1
49819,kildson,1.0,M,M,1,1
82743,wandeir,1.0,M,M,0,1
61252,nalda,1.0,F,F,1,1
16489,deicla,1.0,F,F,1,1
53570,liumara,1.0,F,F,1,1
48655,kauanny,0.9850543478260868,F,F,1,1
1792,adriana,0.9958677249422504,F,F,1,1
29658,francineila,1.0,F,F,1,1
38614,iranei,0.5782828282828283,M,M,1,1
100337,goel,1.0,M,M,0,1
36557,hortenca,1.0,F,F,1,1
65803,orvile,1.0,M,F,0,1
27125,ethienne,1.0,F,F,0,1
61839,nattasha,1.0,F,F,1,1
26121,erilde,1.0,F,F,1,1
36435,hiuly,1.0,F,F,1,1
78071,thayson,1.0,M,M,1,1
17811,deusalino,1.0,M,M,1,1
1404,adimilso,1.0,M,M,1,1
23736,eliese,0.7380116959064328,M,F,0,1
31568,germinia,1.0,F,F,1,1
25652,enodes,1.0,M,M,1,1
38127,inayra,1.0,F,F,1,1
98892,zeilta,1.0,F,F,1,1
48993,kellane,1.0,F,F,1,1
95713,tamyle,1.0,F,F,1,1
29366,francelho,1.0,M,M,1,1
96467,rikelvi,1.0,M,M,1,1
75188,sivirina,1.0,F,F,0,1
87364,weselen,1.0,M,F,1,1
55736,madila,1.0,F,F,1,1
40231,izalto,1.0,M,M,1,1
93847,irez,1.0,F,F,1,1
59902,miraldina,1.0,F,F,1,1
96915,migelina,1.0,F,F,1,1
64790,odite,0.9380053908355797,F,F,0,1
58361,matteus,1.0,M,M,0,1
39337,ismara,1.0,F,F,1,1
34931,hasenclever,1.0,M,M,1,1
42731,jeniclecio,1.0,M,M,0,1
58702,mayckson,1.0,M,M,1,1
31631,gerse,0.7944444444444444,M,M,1,1
66368,ozenaide,1.0,F,F,1,1
89469,mailer,1.0,M,M,0,1
25355,endra,1.0,F,F,1,1
33014,giscele,1.0,F,F,0,1
74065,shen,0.5520833333333334,M,F,1,1
36658,hudsom,1.0,M,M,1,1
33404,glauber,0.9920769282860432,M,M,0,1
69969,rivanilson,1.0,M,M,1,1
46370,jovenor,1.0,M,M,1,1
51306,leando,1.0,M,M,1,1
5573,analilia,1.0,F,F,1,1
27378,euflazio,1.0,M,M,1,1
60413,monique,0.9952944994320948,F,M,1,1
100565,kayllany,1.0,F,F,1,1
53572,liuz,1.0,M,M,1,1
99454,leteicia,1.0,F,F,1,1
95441,rally,1.0,M,F,0,1
3079,alcidemar,1.0,M,M,1,1
43128,jessa,1.0,F,F,1,1
31061,genisval,1.0,M,M,1,1
89906,elessadra,1.0,F,F,1,1
95095,arlir,0.5263157894736842,M,M,0,1
57100,marielli,1.0,F,F,0,1
16962,delizeti,1.0,F,F,1,1
70276,rociney,1.0,M,M,1,1
7520,aristonides,1.0,M,M,1,1
4303,alissane,1.0,F,F,1,1
3408,aldenia,1.0,F,F,1,1
45657,josemalia,1.0,F,F,1,1
16444,degazito,1.0,M,M,1,1
4097,alfrina,1.0,F,F,1,1
27597,euricleia,1.0,F,F,0,1
14012,cleya,1.0,F,F,1,1
83850,widna,1.0,F,F,1,1
39322,ismaile,0.8590604026845637,M,F,0,1
69525,richarlison,1.0,M,M,1,1
91275,edlsom,1.0,M,M,1,1
53178,lindinez,1.0,F,F,1,1
39353,ismenia,1.0,F,F,1,1
83621,werno,1.0,M,M,1,1
58125,martirene,1.0,F,F,0,1
86772,ledma,1.0,F,F,1,1
57497,mariquita,1.0,F,F,1,1
36141,hideki,1.0,M,M,1,1
93900,silita,1.0,F,F,1,1
92429,francelucia,1.0,F,F,1,1
86387,francilho,1.0,M,M,1,1
65830,osangela,1.0,F,F,1,1
74595,silmary,1.0,F,F,1,1
36227,hildeglan,1.0,M,M,1,1
90025,vldemir,1.0,M,M,0,1
46998,juhn,1.0,M,M,1,1
25884,erculana,1.0,F,F,0,1
1048,adenildo,0.9953070003910832,M,M,1,1
35001,haynner,1.0,M,M,1,1
97723,taemy,1.0,F,F,1,1
81517,verio,1.0,M,M,1,1
59161,menelio,1.0,M,M,1,1
67649,raigila,1.0,F,F,0,1
66713,paulini,1.0,F,F,1,1
52768,lidima,1.0,F,F,1,1
63958,nobelia,1.0,F,F,0,1
48482,kathya,1.0,F,F,1,1
17968,deuvair,0.6944444444444444,M,M,0,1
48001,kaliani,1.0,F,F,1,1
39313,ismaiara,1.0,F,F,1,1
56225,maklene,1.0,F,F,0,1
69336,rhanderson,1.0,M,M,1,1
46945,judinalia,1.0,F,F,1,1
88716,jeliton,1.0,M,M,1,1
75324,soledade,1.0,F,F,1,1
78544,toshika,1.0,F,F,1,1
92903,ezeqiel,1.0,M,M,1,1
72353,ruhana,1.0,F,F,1,1
51076,laurieny,1.0,F,F,1,1
81625,vianes,0.8209876543209876,M,M,1,1
29938,franks,1.0,M,M,1,1
61454,nardi,0.74822695035461,M,F,1,1
96677,iner,1.0,F,M,1,1
31285,geovannia,1.0,F,F,1,1
2543,aisla,0.9013524264120922,F,F,1,1
15018,dafila,1.0,F,F,0,1
87017,divanilsom,1.0,M,M,1,1
85732,zoleide,1.0,F,F,1,1
42417,jecir,0.5079365079365079,M,M,0,1
50408,lafaet,1.0,M,F,1,1
78321,tiarle,1.0,M,M,1,1
83980,wilen,1.0,M,M,1,1
65952,osleide,1.0,F,F,1,1
12658,clauder,1.0,M,M,1,1
70292,rocson,1.0,M,M,1,1
58195,maryanne,1.0,F,F,1,1
71039,rosabete,1.0,F,F,1,1
50809,lauanny,1.0,F,F,1,1
62185,neidenalva,1.0,F,F,1,1
98273,felisia,1.0,F,F,0,1
81210,vastil,1.0,F,M,1,1
37080,idalirio,1.0,M,M,1,1
85913,adinel,1.0,M,M,1,1
33537,glayse,1.0,F,F,1,1
55960,maichel,1.0,M,M,0,1
76616,taisson,1.0,M,M,1,1
74778,silvineia,1.0,F,F,1,1
86051,grizelda,1.0,F,F,1,1
29752,franciscarlos,1.0,M,M,1,1
71429,rosenita,1.0,F,F,1,1
71863,rosula,1.0,F,F,1,1
31645,gersilene,1.0,F,F,0,1
1216,adevalmir,1.0,M,M,1,1
4604,alricelia,1.0,F,F,0,1
67636,raielli,1.0,F,F,0,1
79693,valdenice,0.983729662077597,F,F,0,1
7885,artemilson,1.0,M,M,0,1
75863,suemar,0.8273092369477911,M,M,1,1
9360,beline,0.8623188405797102,M,F,0,1
85582,zildinete,1.0,F,F,1,1
48272,karlson,1.0,M,M,1,1
40728,jadil,1.0,M,M,0,1
58317,mateus,0.9917512851996964,M,M,1,1
93333,marialita,1.0,F,F,1,1
87236,arister,1.0,F,M,1,1
48112,kamile,0.9941685099537504,F,F,0,1
40222,izalina,1.0,F,F,1,1
33701,gleidon,1.0,M,M,1,1
29576,francilina,1.0,F,F,1,1
74603,silmira,1.0,F,F,0,1
78381,tiffane,1.0,F,F,1,1
67098,poncio,1.0,M,M,1,1
15394,dalriane,1.0,F,F,0,1
97630,diza,1.0,F,F,1,1
25396,eneci,0.8739495798319328,F,F,1,1
33598,gledys,1.0,F,F,1,1
18893,dilu,1.0,F,M,1,1
57936,marna,1.0,F,F,1,1
80802,vandice,1.0,F,F,1,1
50112,kleylson,1.0,M,M,0,1
29902,frankiele,1.0,F,F,1,1
92437,esias,1.0,M,M,1,1
1087,adenoalda,1.0,F,F,1,1
75025,siony,1.0,F,F,1,1
45792,josete,0.9568145800316956,F,F,1,1
30334,geciara,1.0,F,F,0,1
61308,nalto,1.0,M,M,1,1
11116,cedeli,1.0,F,F,0,1
45475,joseberto,1.0,M,M,1,1
99189,helaria,1.0,F,F,0,1
89920,nerieli,1.0,F,F,0,1
22878,elaynne,1.0,F,F,1,1
38697,irceu,1.0,M,M,0,1
17391,denni,1.0,M,F,1,1
62636,neolina,1.0,F,F,0,1
4132,aliandro,1.0,M,M,1,1
51441,ledjane,1.0,F,F,1,1
33443,glauciely,1.0,F,F,0,1
95989,lisla,1.0,F,F,1,1
43059,jesebel,1.0,F,F,1,1
67578,rahyane,1.0,F,F,1,1
5018,alzione,1.0,F,F,1,1
4767,alucimar,0.6557377049180327,F,M,1,1
68688,reginal,0.9572784810126582,M,M,0,1
63965,noboro,1.0,M,M,1,1
97820,duilian,1.0,M,M,1,1
65454,ordelia,1.0,F,F,0,1
12574,claudeir,0.9532056005895356,M,M,1,1
88979,jilvanessa,1.0,F,F,1,1
28570,fabriciu,1.0,M,M,0,1
45636,joselita,0.9955957796921886,F,F,1,1
37491,ieuda,1.0,F,F,1,1
70978,ronnis,1.0,M,M,1,1
76424,tafael,1.0,M,M,1,1
2314,aguido,1.0,M,M,1,1
71803,rosnete,1.0,F,F,1,1
94113,emelen,1.0,F,F,1,1
22894,elberte,1.0,M,M,0,1
12486,clarisse,0.9966581573450916,F,F,1,1
79851,valdevan,1.0,M,M,1,1
93573,auzeir,1.0,M,M,1,1
73997,shayan,1.0,M,M,1,1
58924,meireles,0.6117021276595744,M,F,0,1
92547,leiltom,1.0,M,M,1,1
95810,alico,1.0,M,M,1,1
23077,ele,0.8191489361702128,F,F,1,1
91235,marelei,1.0,F,F,0,1
81541,verleide,1.0,F,F,1,1
15435,dalvania,1.0,F,F,1,1
56605,marcielle,1.0,F,F,1,1
52255,leozenir,1.0,F,F,0,1
71476,rosiangela,1.0,F,F,1,1
88397,mito,1.0,M,M,1,1
68984,renailda,1.0,F,F,1,1
897,adelson,0.9966555183946488,M,M,1,1
89712,natah,1.0,M,F,1,1
85372,zenayde,1.0,F,F,1,1
80587,vanailson,1.0,M,M,1,1
44897,jomarcio,1.0,M,M,1,1
38718,irenaide,1.0,F,F,1,1
29160,flordinice,1.0,F,F,0,1
88754,sirma,1.0,F,F,1,1
37012,icleiber,1.0,M,M,0,1
65705,ormezinda,1.0,F,F,1,1
741,adejalmo,1.0,M,M,1,1
99818,amabi,1.0,F,M,1,1
20114,doricelia,1.0,F,F,0,1
15478,dalvonete,1.0,F,F,1,1
41809,januce,1.0,F,F,0,1
28494,fabiam,1.0,M,M,1,1
16654,deivisson,1.0,M,M,1,1
41404,jandeane,1.0,F,F,1,1
12689,claudevar,1.0,M,M,1,1
31081,genivete,1.0,F,F,1,0
32153,gidalva,1.0,F,F,1,1
33009,gisania,1.0,F,F,1,1
58820,mayze,1.0,F,F,1,1
79275,uzilene,1.0,F,F,0,1
50400,laessio,1.0,M,M,1,1
46892,jucy,0.8035714285714286,F,F,1,1
23451,elialda,1.0,F,F,1,1
69637,rijkaard,1.0,M,M,1,1
93599,liuza,1.0,F,F,1,1
38699,irco,1.0,M,M,0,1
28820,felipy,1.0,M,M,1,1
70977,ronniery,1.0,M,M,0,1
64542,odanil,1.0,M,M,1,1
14782,cristilaine,1.0,F,F,1,1
72460,ruthineia,1.0,F,F,1,1
26473,erminia,1.0,F,F,0,1
393,adagoberto,1.0,M,M,1,1
60756,nabucodonosor,1.0,M,M,1,1
97937,aginalda,1.0,F,F,1,1
61793,natiara,1.0,F,F,1,1
84530,wuilson,1.0,M,M,1,1
74809,silzi,1.0,F,F,1,1
15378,dalmi,0.8035264483627204,M,M,0,1
90652,seldina,1.0,F,F,1,1
53653,lizanias,1.0,M,M,1,1
14565,cricia,1.0,F,F,0,1
92457,luileia,1.0,F,F,0,1
18739,dijelson,1.0,M,M,1,1
66684,paulena,1.0,F,F,0,1
50306,ladiel,1.0,M,M,1,1
17638,derliane,1.0,F,F,1,1
70107,roberes,1.0,M,M,0,1
5611,anamalia,1.0,F,F,1,1
20421,ducinei,0.7607361963190185,F,M,0,1
5281,amili,1.0,F,F,1,1
83483,wengton,1.0,M,M,1,1
45437,joscelino,1.0,M,M,1,1
38491,iracide,1.0,F,F,1,1
32908,giovaldo,1.0,M,M,1,1
99940,toco,1.0,M,M,1,1
33612,gleica,1.0,F,F,1,1
15013,daffine,1.0,F,F,0,1
90421,whoshiton,1.0,M,M,1,1
939,ademacio,1.0,M,M,1,1
45332,jorlandio,1.0,M,M,1,1
25184,emilli,1.0,F,F,0,1
31876,gessima,1.0,F,F,1,1
67442,rackely,1.0,F,F,1,1
68296,rauan,0.989242863053372,M,M,1,1
59324,merivone,1.0,F,F,1,1
63467,nilcinea,1.0,F,F,1,1
93315,therzinha,1.0,F,F,1,1
50021,kleider,1.0,M,M,1,1
62517,nelsindo,1.0,M,M,1,1
43550,jhoseph,1.0,M,M,1,1
80361,valnoir,1.0,M,M,0,1
11564,chardson,1.0,M,M,1,1
26326,erivonete,1.0,F,F,1,1
5646,ananice,1.0,F,F,1,1
35067,hedes,1.0,M,M,1,1
2735,alaiza,1.0,F,F,1,1
33979,goiani,1.0,F,F,0,1
79923,valdile,1.0,F,F,0,1
20564,durcia,1.0,F,F,1,1
23472,eliandra,0.995690583925878,F,F,1,1
86770,muriela,1.0,F,F,1,1
989,ademirdes,1.0,F,F,1,1
96347,argulino,1.0,M,M,1,1
25618,enivanda,1.0,F,F,1,1
3053,alcia,1.0,F,F,1,1
88388,eladi,0.7402597402597403,F,F,1,1
90011,wemeli,1.0,F,F,0,1
6253,anette,1.0,F,F,1,1
84046,wilinton,1.0,M,M,1,1
2426,ailda,1.0,F,F,1,1
74591,silmari,1.0,F,F,1,1
61110,nailde,1.0,F,F,1,1
71465,rosevania,1.0,F,F,1,1
71806,roso,1.0,M,M,1,1
65502,oresta,1.0,F,F,0,1
84636,yalla,1.0,F,F,1,1
90976,camlly,1.0,F,F,0,1
43192,jessinalva,1.0,F,F,1,1
59039,meline,1.0,F,F,0,1
77076,tassia,0.996075246988767,F,F,1,1
98522,cleltom,1.0,M,M,1,1
97863,carmilucia,1.0,F,F,0,1
40333,izeth,1.0,F,F,1,1
43213,jessyk,1.0,F,M,1,1
35299,heliardo,1.0,M,M,1,1
95177,liviah,1.0,F,F,0,1
45883,josiela,1.0,F,F,1,1
58719,mayellen,1.0,F,F,1,1
20385,duceli,1.0,F,F,0,1
75120,sirsa,1.0,F,F,1,1
99935,marlele,1.0,F,F,0,1
1785,adriadine,1.0,F,F,0,1
12499,clariza,1.0,F,F,0,1
53657,lizbeth,1.0,F,F,1,1
43769,jiulia,1.0,F,F,0,1
41687,janilsa,1.0,F,F,1,1
85620,zilomar,0.7927927927927928,M,M,1,1
153,abinadabi,1.0,M,M,0,1
54710,luciomara,1.0,F,F,0,1
90048,rarley,1.0,M,M,1,1
36352,hino,1.0,M,M,1,1
100723,vanaildo,1.0,M,M,1,1
95272,heuza,1.0,F,F,1,1
68780,reilda,1.0,F,F,1,1
34821,hanielle,1.0,F,F,0,1
31099,gennyson,1.0,M,M,1,1
3288,aldanira,1.0,F,F,1,1
10658,carlize,1.0,F,F,0,1
65261,onessimo,1.0,M,M,1,1
44230,jociele,0.978896103896104,F,F,0,1
53827,loire,1.0,F,F,0,1
67759,rainanda,1.0,F,F,1,1
3634,aldoir,1.0,M,M,0,1
8940,avenil,1.0,M,M,1,1
41989,jardison,1.0,M,M,1,1
2288,agrecio,1.0,M,M,1,1
62455,nelina,1.0,F,F,0,1
72410,rusilene,1.0,F,F,1,1
84420,wladimyr,1.0,M,M,1,1
63881,nivanete,1.0,F,F,1,1
65675,orleu,1.0,M,M,1,1
20614,dyckson,1.0,M,M,1,1
69385,rhayra,1.0,F,F,0,1
33111,gismar,0.8981233243967829,M,M,1,1
3413,aldenicio,1.0,M,M,1,1
19317,diorginis,1.0,M,M,1,1
72573,saba,0.7307692307692307,M,F,1,1
94000,jerlando,1.0,M,M,1,1
74684,silvaneto,1.0,M,M,1,1
39752,ivaildo,1.0,M,M,1,1
47946,kaire,0.5167785234899329,F,F,0,1
14305,constantina,1.0,F,F,1,1
62318,neivaci,1.0,F,F,1,1
20596,duval,1.0,M,M,1,1
55171,luseni,1.0,F,F,1,1
98001,andrilina,1.0,F,F,1,1
50187,kristhyan,1.0,M,M,1,1
62164,neiba,1.0,F,F,1,1
88738,alaura,1.0,F,F,1,1
81245,veda,1.0,F,F,1,1
80848,vando,0.9935545684173852,M,M,1,1
11502,cezita,1.0,F,F,0,1
77765,thaline,1.0,F,F,1,1
30539,geires,1.0,F,F,0,1
30754,gelsiane,1.0,F,F,1,1
2715,alaino,1.0,M,M,1,1
25260,emmilly,1.0,F,F,0,1
54570,lucilenia,1.0,F,F,1,1
71182,rosaura,1.0,F,F,1,1
19052,dinelma,1.0,F,F,1,1
43605,jicelma,1.0,F,F,0,1
70876,ronielli,0.7272727272727273,M,F,0,1
22958,elcindo,1.0,M,M,0,1
32659,gilsen,1.0,F,M,1,1
41695,janilva,1.0,F,F,0,1
2061,afro,1.0,M,M,1,1
7044,arcilia,1.0,F,F,0,1
64444,ocilon,1.0,M,M,1,1
13973,clevandira,1.0,F,F,1,1
57805,marleuda,1.0,F,F,1,1
23124,eledison,1.0,M,M,1,1
65173,omaria,1.0,F,F,0,1
5352,amos,0.9942481511914544,M,M,1,1
86841,veniltom,1.0,M,M,1,1
57660,mariza,0.9975105025672942,F,F,1,1
33980,goianira,1.0,F,F,1,1
59912,miralvo,1.0,M,M,1,1
84192,wills,1.0,M,M,0,1
16759,dejones,1.0,M,M,1,1
52085,leondenis,1.0,M,M,1,1
76127,susimeire,1.0,F,F,0,1
62936,neurimar,0.5547445255474452,F,F,1,1
36401,hirton,1.0,M,M,1,1
8928,avelardo,1.0,M,M,1,1
78258,thula,1.0,F,F,1,1
85237,zedite,1.0,F,F,1,1
26974,estelio,1.0,M,M,1,1
45724,josenicio,1.0,M,M,1,1
43831,joacilio,1.0,M,M,1,1
57483,marionilde,1.0,F,F,1,1
11637,charlyson,1.0,M,M,1,1
97271,baiana,1.0,F,F,1,1
55372,luzieda,1.0,F,F,1,1
9097,aytana,1.0,F,F,1,1
76209,suzemeire,1.0,F,F,0,1
64930,olando,1.0,M,M,1,1
24904,elyabe,1.0,M,M,1,1
44138,joceliane,1.0,F,F,0,1
16973,delmacir,0.574468085106383,F,F,0,1
2020,aersio,1.0,M,M,1,1
49747,khaio,1.0,M,M,1,1
84525,wuilan,1.0,M,M,1,1
16190,davila,0.9721232446028086,F,F,0,1
29961,franquilim,1.0,M,M,1,1
20098,dorgival,1.0,M,M,1,1
90277,lva,0.5545454545454546,F,F,1,1
84210,wilmar,0.969274236270528,M,M,1,1
21223,ediandra,1.0,F,F,1,1
19551,divane,0.8891050583657587,F,F,1,1
80333,valni,0.5578947368421052,M,M,1,1
31721,gervano,1.0,M,M,1,1
14098,clineia,1.0,F,F,0,1
51648,leilton,1.0,M,M,1,1
60058,mirleide,1.0,F,F,1,1
39387,isneia,1.0,F,F,1,1
33549,gleane,1.0,F,F,1,1
54652,lucinaria,1.0,F,F,1,1
67960,ramildo,1.0,M,M,1,1
79763,valdereiz,1.0,F,M,1,1
35764,hericson,1.0,M,M,1,1
48554,katiusia,1.0,F,F,0,1
69524,richarlis,1.0,M,M,1,1
87288,valtersom,1.0,M,M,0,1
18063,devai,1.0,M,M,1,1
24116,eliset,1.0,F,F,1,1
88850,gardelina,1.0,F,F,0,1
84271,wilys,1.0,M,M,1,1
62190,neidevan,1.0,F,M,1,1
73965,sharlane,1.0,F,F,1,1
29611,francimario,1.0,M,M,1,1
83227,welina,1.0,F,F,0,1
55284,luys,1.0,M,F,1,1
14084,clifiton,1.0,M,M,1,1
21985,edjanildo,1.0,M,M,1,1
21522,edilurdes,1.0,F,F,1,1
81752,vildania,1.0,F,F,1,1
30827,genailson,1.0,M,M,1,1
30462,gefson,1.0,M,M,1,1
20643,dylce,1.0,F,F,1,1
42778,jenivon,1.0,M,M,1,1
52288,leris,0.6276595744680851,F,F,1,1
37051,idalece,1.0,F,F,1,1
11289,celita,0.9966681811297896,F,F,0,1
23680,elieldes,0.5789473684210527,M,M,0,1
29841,franclei,1.0,M,M,1,1
25868,ercilio,1.0,M,M,0,1
18462,dianei,0.5217391304347826,M,M,1,1
20155,dorina,1.0,F,F,0,1
82960,warlley,1.0,M,M,0,1
91244,aymi,1.0,F,F,1,1
36551,horrara,1.0,F,F,1,1
14794,cristinalva,1.0,F,F,1,1
78010,thaylane,1.0,F,F,1,1
53499,lisio,1.0,M,M,1,1
5672,anaria,1.0,F,F,1,1
57322,marimarcia,1.0,F,F,1,1
21310,edielly,1.0,F,F,1,1
55019,luiza,0.9961273529505128,F,F,1,1
10124,bronilda,1.0,F,F,1,1
68111,raniel,0.989041095890411,M,M,0,1
54798,lude,0.6779661016949152,F,F,1,1
88678,meireli,1.0,F,F,0,1
46594,juara,1.0,F,F,1,1
3411,aldenici,1.0,F,F,1,1
86572,dercilha,1.0,F,F,1,1
52869,lieny,1.0,F,F,1,1
17819,deusangela,1.0,F,F,1,1
83640,wesclei,1.0,M,M,1,1
15662,danieverson,1.0,M,M,0,1
92895,relinda,1.0,F,F,0,1
1981,ael,1.0,M,M,1,1
12005,cilamar,1.0,F,F,1,1
78579,triele,1.0,F,F,0,1
29433,franciano,1.0,M,M,1,1
27312,eudilania,1.0,F,F,1,1
96823,marinesa,1.0,F,F,1,1
41108,jaldecir,0.7870370370370371,M,M,0,1
67976,ramilton,1.0,M,M,1,1
29882,francyelli,1.0,F,F,1,1
93640,wuillam,1.0,M,M,1,1
5595,analua,1.0,F,F,1,1
86707,sonielson,1.0,M,M,0,1
74038,shelane,1.0,F,F,1,1
22617,egilene,1.0,F,F,0,1
47108,julieine,1.0,F,F,0,1
70435,rogenia,1.0,F,F,1,1
89387,hiverson,1.0,M,M,1,1
6117,andsom,1.0,M,M,1,1
45082,jonnathan,1.0,M,M,1,1
87406,naelsa,1.0,F,F,1,1
63422,nilcea,1.0,F,F,1,1
43174,jessika,1.0,F,F,1,1
100461,eroilda,1.0,F,F,0,1
78293,thyrson,1.0,M,M,1,1
87773,sheiyla,1.0,F,F,1,1
52020,leolino,1.0,M,M,1,1
66922,petunia,1.0,F,F,1,1
13451,clemens,0.7684210526315789,M,M,0,1
16595,deisiene,1.0,F,F,1,1
